編號,類型,標題,描述,生物多樣性,經濟,公共信任,氣候,社會,trigger_flag,required_flag,prohibit_flag,延遲旗標,延遲回合,額外資訊
1,事件,PM2.5：排放超標,工廠排放超標PM2.5，造成空氣品質惡化，危害民眾健康，呼吸道疾病增加。,-3,0,-2,-3,0,pollutionEvent,,,0, PM2.5 超標事件，空氣品質惡化
2,事件,土壤退化：鹽化現象,灌溉不當，導致土壤鹽化，影響農業生產，並降低土壤肥力。,-6,-4,0,-1,-1,,,soilDegradationEvent,0, 灌溉不當，土壤鹽鹼化
3,事件,工業廢氣：空污警報,工業排放廢氣造成空氣污染，危害人體健康與生態環境，空污警報頻繁。,-4,-1,-3,-4,-1,pollutionEvent,,,0, 工業廢氣污染，空污警報
4,事件,水資源短缺：工業用水,工業用水量增加，導致水資源短缺，影響民生用水與生態環境。,-3,-4,0,-2,-2,,,waterShortageEvent,0, 工業用水增加，水資源短缺
5,事件,外來種入侵：埃及聖䴉,埃及聖䴉在濕地大量繁殖，與本土水鳥競爭，破壞生態平衡。,-9,0,-3,0,0,,,invasiveSpeciesEvent,0, 外來種入侵，埃及聖䴉
6,事件,生物入侵：褐根病蔓延,果樹染上褐根病，造成果樹大量死亡，影響農業生產，並破壞果園生態。,-5,-3,0,-1,0,,,invasiveSpeciesEvent,0, 果樹褐根病，影響農業
7,事件,生活廢水：污染水體,未經處理的生活廢水排入河川，造成水體污染與優養化。,-6,-3,-1,-1,0,,,waterPollutionEvent,0, 生活廢水污染，水體優養化
8,事件,生理時鐘錯亂：氣候影響,氣候不穩定導致昆蟲化蛹與植物開花時間錯亂，破壞生態週期互動。,-4,0,0,-3,0,climateInstability,,,0, 氣候不穩，生物週期錯亂
9,事件,森林火災：人為疏失,遊客野外用火不慎，引發森林火災，造成生態破壞與財產損失。,-7,-3,-2,-5,-2,,,forestFireEvent,0, 森林火災，人為疏失
10,事件,企業違規：污染排放,媒體揭露企業非法排放污染物，引發民意反彈與政府監管壓力增加。,-5,-2,-5,0,0,pollutionEvent,,,0, 企業非法排放，民怨沸騰
11,事件,全球暖化：寄生蟲蔓延,全球暖化導致寄生蟲向高緯度地區擴散，危害生態與人類健康，增加醫療支出。,-8,0,0,-8,0,globalWarmingEvent,,,0, 全球暖化，寄生蟲擴散
12,事件,全球關注：氣候峰會,國際氣候峰會達成協議，承諾減少碳排放，共同應對氣候變遷。 ,5,5,10,10,5,,,globalCooperationEvent,0, 氣候峰會，國際合作
13,事件,再生能源：建置延宕,再生能源發電廠建置延宕，無法及時取代化石燃料，減緩氣候變遷。 ,-2,-2,-1,-4,0,,,energyTransitionDelay,0, 再生能源延宕，氣候惡化
14,事件,地層下陷：超抽地下水,超抽地下水導致地層下陷，造成房屋龜裂、道路損壞，並增加淹水風險。,-4,-3,0,-1,-2,,,groundSubsidenceEvent,0, 超抽地下水，地層下陷
15,事件,吳郭魚：外來種入侵,吳郭魚等外來魚種入侵，與本土魚類競爭資源，威脅本土物種生存。,-8,0,-2,0,0,,,invasiveSpeciesEvent,0, 吳郭魚入侵，威脅生態
16,事件,汞污染：水俁病再現,工業排放含汞廢水，導致居民因食用受污染海鮮而罹患水俣病。,-7,0,-3,-1,0,pollutionEvent,,,0, 汞污染，水俁病再現
17,事件,經濟衰退：環境治理,政府因應環境問題不力，導致經濟衰退，引發民眾不滿。,-4,-8,-3,-2,-4,,,economicRecessionEvent,0, 環境治理不力，經濟衰退
18,事件,垃圾處理：焚化爐超載,焚化爐超載運作，增加空污排放量，危害居民健康，增加環境負擔。,-3,-2,-2,-3,-1,pollutionEvent,,,0, 焚化爐超載，空污增加
19,事件,底拖網：漁業資源枯竭,漁船使用底拖網捕撈，嚴重破壞海底生態，並造成大量非目標物種混獲，導致漁業資源枯竭。,-7,-5,0,0,0,,,fisheryCollapseEvent,0, 底拖網捕撈，漁業枯竭
20,事件,空氣污染：霾害籠罩,城市長期籠罩在霾害之下，影響民眾健康，降低生活品質。,-5,-1,-2,-3,-2,pollutionEvent,,,0, 霾害籠罩，生活品質下降
21,事件,青年倡議：氣候罷課,學生發起氣候罷課，要求政府重視氣候變遷政策，引起社會廣泛關注。 ,0,-5,15,5,5,,climatePolicyNeglected,,0, 青年罷課，關注氣候
22,事件,洪水氾濫：極端降雨,極端降雨引發洪水，摧毀棲地與基礎設施，影響社區與生態安全，造成人員傷亡與財物損失。,-10,-10,0,-10,-5,,,extremeWeatherEvent,0, 洪水氾濫，極端降雨
23,事件,珊瑚白化：聖嬰現象,聖嬰現象導致海水溫度升高，造成珊瑚礁大規模白化，影響珊瑚及其生態系，破壞海洋生物多樣性。,-10,0,0,-5,0,,,coralBleachingEvent,0, 珊瑚白化，聖嬰現象
24,事件,疫情爆發：人畜共通,新型人畜共通傳染病疫情爆發，影響人類健康，增加醫療負擔，並對經濟與社會造成衝擊。,-5,-10,-5,-5,-5,,,pandemicEvent,0, 人畜共通疫情，衝擊社會
25,事件,疫情爆發：畜牧業,畜牧業爆發傳染病，撲殺動物，增加糧食供應壓力，並對環境造成影響。,-4,-7,-2,-1,-5,,,livestockDiseaseEvent,0, 畜牧業疫情，糧食壓力
26,事件,紅樹林大火：乾旱,極端乾旱氣候，導致紅樹林地區因枯枝落葉堆積，引發火災，生態系統遭受嚴重破壞。,-10,-5,-5,-10,-5,,,forestFireEvent,0, 紅樹林大火，乾旱
27,事件,重金屬污染：食物鏈累積,重金屬污染經由食物鏈累積，對高階消費者造成危害，如汞污染影響魚類與人類健康。,-5,0,0,-2,0,pollutionEvent,,,0, 重金屬污染，食物鏈累積
28,事件,核廢料：儲存危機,核廢料儲存場地不足，引發社會疑慮，增加核能發電的爭議。,-2,0,-5,-1,-3,,,nuclearWasteEvent,0, 核廢料危機，社會疑慮
29,事件,海洋塑膠：生態浩劫,塑膠垃圾大量流入海洋，污染加劇，危害海洋生物，造成生態浩劫，並影響漁業發展。,-6,-3,-2,-1,-1,,,plasticPollutionEvent,0, 海洋塑膠污染，生態浩劫
30,事件,海洋酸化：珊瑚礁死亡,海洋酸化加劇，珊瑚礁白化死亡，嚴重威脅海洋生態系統，導致漁業資源減少。,-10,-2,0,-5,0,,,oceanAcidificationEvent,0, 海洋酸化，珊瑚礁死亡
31,事件,能源危機：油價飆漲,國際油價飆漲，影響民生經濟，降低民眾生活水平。 ,-2,-5,0,0,-2,,,energyCrisisEvent,0, 油價飆漲，民生受影響
32,事件,高速公路：生態廊道中斷,高速公路興建工程，未設置生態廊道，將石虎等動物的棲地切割成小塊，阻礙族群交流。,-4,0,0,0,0,,,habitatFragmentationEvent,0, 高速公路，生態廊道中斷
33,事件,乾旱：水庫見底,長期乾旱導致水庫蓄水不足，農業灌溉用水短缺，生態系統面臨缺水壓力，影響生物多樣性。,-5,-10,-5,-10,0,,,droughtEvent,0, 乾旱，水庫見底
34,事件,國際援助：氣候行動,因執行永續發展計畫成果良好，獲得國際組織的補助與技術交流，提升國際形象。 ,5,10,5,0,5,signedTreaty,,,0, 國際援助，永續發展
35,事件,鳥類繁殖：農藥殘留,農田噴灑農藥，殘留於作物中，影響鳥類食用後繁殖，導致蛋殼變薄或畸形。,-3,0,-1,-1,0,,,pesticideEvent,0, 農藥殘留，鳥類繁殖受影響
